,Longitude,Latitude,cluster,centroids
1963,77.6584233,15.1157,0,0
1964,77.67954,15.1877267,0,0
1965,77.63653,15.1959483,0,0
1966,77.6376367,15.194825,0,0
1967,77.6401683,15.1920517,0,0
1968,80.4087533,17.0449267,1,0
1969,80.405575,17.0478417,1,0
1970,80.406485,17.0459967,1,0
1971,77.6383067,15.1947317,0,0
1972,77.6401733,15.1920467,0,0
1973,80.4094033,17.0411433,1,0
1974,77.65683,15.2148583,0,0
1975,80.40452,17.04558,1,0
1976,77.6563817,15.2152233,0,0
1977,80.4055733,17.04779,1,0
1978,77.6924233,15.1339933,0,0
1979,80.4025167,17.0487683,1,0
1980,77.5166467,15.01522,0,0
1981,80.4065917,17.0459967,1,0
1982,80.4088217,17.0448733,1,0
1983,77.5128733,15.1998483,0,0
1984,80.4081267,17.0403383,1,0
1985,77.511485,15.1987883,0,0
1986,80.4102183,17.0419567,1,0
1987,77.5472867,15.180935,0,0
1988,80.4030567,17.0498983,1,0
1989,80.4024933,17.0487267,1,0
1990,80.410195,17.0418683,1,0
1991,80.4030533,17.049785,1,0
1992,80.4088633,17.0431283,1,0
1993,80.4102033,17.040135,1,0
1994,80.4094517,17.0411733,1,0
1995,80.4105483,17.0395017,1,0
1996,80.410525,17.0398733,1,0
1997,80.4105017,17.0398633,1,0
1998,80.4108067,17.0402183,1,0
1999,80.4108333,17.04019,1,0
2000,80.4313883,17.0220267,1,0
2001,80.4313717,17.0226533,1,0
2002,80.43353,17.0212117,1,0
2003,80.4308733,17.0055383,1,0
2004,80.430935,17.0055667,1,0
2005,80.4370433,17.0209233,1,0
2006,80.4313733,17.0129783,1,0
2007,80.4302233,17.0065233,1,0
2008,80.431215,17.0123,1,0
2009,80.436285,17.0195117,1,0
2010,80.4325133,17.02211,1,0
2011,80.4338567,17.01996,1,0
2012,80.43687,17.0194117,1,0
2013,81.1781867,16.5351067,1,0
2014,80.4326983,17.0219717,1,0
2015,80.4325217,17.0222067,1,0
2016,80.4344033,17.0199683,1,0
2017,80.4352817,17.0203833,1,0
2018,80.431135,17.0122917,1,0
2019,81.1531317,16.5093433,1,0
2020,81.1810167,16.5800633,1,0
2021,80.4302683,17.0219933,1,0
2022,81.1555867,16.5143833,1,0
2023,79.0027583,14.7049417,0,0
2024,80.125095,16.7771183,1,0
2025,80.1245783,16.77991,1,0
2026,80.128785,16.625135,1,0
2027,79.0027317,14.7049633,0,0
2028,80.1192833,16.626935,1,0
2029,83.520775,18.0134233,13,0
2030,80.23695,16.774365,1,0
2031,83.520775,18.0134233,13,0
2032,83.5193167,18.0131633,13,0
2033,78.63395,13.83689,0,0
2034,77.5963383,14.7021317,0,0
2035,79.7668833,13.78905,0,0
2036,79.020855,13.6986916,0,0
2037,82.7017017,17.751135,12,0
2038,82.5895083,18.242955,12,0
2039,81.1521767,16.5509917,1,0
2040,81.15595,16.51583,1,0
2041,81.155755,16.512035,1,0
2042,81.17872,16.5339433,1,0
2043,81.2149183,16.515675,1,0
2044,81.2077317,16.5208867,1,0
2045,81.196255,16.5214017,1,0
2046,81.2374683,16.5331717,1,0
2047,81.225225,16.537005,1,0
2048,81.2727117,16.55285,1,0
2049,77.5894917,14.70318,0,0
2050,77.58757,14.7031983,0,0
2051,77.5888533,14.7040933,0,0
2052,77.5894317,14.702715,0,0
2053,77.590885,14.702725,0,0
2054,77.5894383,14.7026983,0,0
2055,77.6207683,14.6528,0,0
2056,81.2213383,16.5075333,1,0
2057,81.22531,16.536965,1,0
2058,81.2339767,16.530235,1,0
2059,77.5985133,14.7017017,0,0
2060,77.5119833,15.153875,0,0
2061,77.512835,15.153565,0,0
2062,77.5005483,15.053045,0,0
2063,77.58693,15.05407,0,0
2064,81.2729967,16.5779267,1,0
2065,77.4306183,15.1000667,0,0
2066,77.4322383,15.100755,0,0
2067,77.4487717,15.098645,0,0
2068,77.4309533,15.1004483,0,0
2069,77.4285533,15.1924933,0,0
2070,80.2736,16.7574583,1,0
2071,79.0816383,13.5222533,0,0
2072,79.0816383,13.5222533,0,0
2073,83.5184383,18.01022,13,0
2074,84.4991166,18.882725,13,0
2075,79.0491566,13.5969966,0,0
2076,77.0680533,14.5335,0,0
2077,78.3209417,13.7488117,0,0
2078,77.5197433,15.0663117,0,0
2079,77.3424233,15.1572417,0,0
2080,77.4711683,14.9578583,0,0
2081,79.008745,14.7167483,0,0
2082,83.78959,18.2282066,13,0
2083,77.59675,14.7025083,0,0
2084,77.546715,14.9848783,0,0
2085,77.4947467,14.9419233,0,0
2086,77.4717417,14.9588983,0,0
2087,77.6209783,14.6522317,0,0
2088,77.4753033,15.7021717,0,0
2089,77.47586,15.70026,0,0
2090,77.4461267,15.795995,0,0
2091,77.4307517,15.1002033,0,0
2092,77.4252067,15.0944817,0,0
2093,80.4326767,17.02195,1,0
2094,77.59619,14.7019583,0,0
2095,77.4302583,15.10017,0,0
2096,77.5959633,14.7012933,0,0
2097,77.4308367,15.1002483,0,0
2098,77.4253,15.0948433,0,0
2099,77.4746417,15.746595,0,0
2100,80.4315933,17.0221433,1,0
2101,80.43141,17.02205,1,0
2102,77.5447533,15.18239,0,0
2103,81.11712,16.29751,1,0
2104,77.5445683,15.1799817,0,0
2105,77.544605,15.182855,0,0
2106,77.5456433,15.1798533,0,0
2107,77.55387,15.7797083,0,0
2108,81.1171333,16.2980533,1,0
2109,77.5445267,15.1829383,0,0
2110,77.545625,15.18281,0,0
2111,77.5444067,15.18292,0,0
2112,77.5445267,15.1824583,0,0
2113,77.544445,15.183055,0,0
2114,81.109155,16.290455,1,0
2115,77.5437017,15.1803017,0,0
2116,80.4322583,17.0220883,1,0
2117,81.11055,16.2911083,1,0
2118,81.1105617,16.2911017,1,0
2119,81.0502383,16.345885,1,0
2120,81.0502333,16.34588,1,0
2121,81.0541667,16.3519683,1,0
2122,81.05417,16.351955,1,0
2123,80.4094283,17.0029567,1,0
2124,80.4092033,17.0024567,1,0
2125,80.40261,17.0060767,1,0
2126,80.5989517,17.039225,1,0
2127,80.4022067,17.0062867,1,0
2128,80.4341217,16.977335,1,0
2129,80.4101317,17.0021767,1,0
2130,83.5230317,18.0141617,13,0
2131,83.518345,18.0144333,13,0
2132,80.06884,14.00316,0,0
2133,78.6742416,13.1583533,0,0
2134,77.5370633,15.7505317,0,0
2135,77.629285,15.7392933,0,0
2136,80.4082283,17.0027917,1,0
2137,77.63851,15.1968583,0,0
2138,77.5869217,15.7123783,0,0
2139,80.60477,16.0036017,0,0
2140,77.5109833,15.1583033,0,0
2141,77.6305,15.7393833,0,0
2142,80.4082817,17.0027283,1,0
2143,77.6559667,15.214995,0,0
2144,80.408215,17.0025283,1,0
2145,80.434505,16.9774317,1,0
2146,77.585285,15.0732,0,0
2147,80.4346317,16.977385,1,0
2148,80.4101067,17.0016383,1,0
2149,77.512645,15.15813,0,0
2150,80.4094367,17.002965,1,0
2151,80.4079233,17.0021683,1,0
2152,77.510935,15.1583567,0,0
2153,80.4105233,17.0085317,1,0
2154,80.4028467,17.0062183,1,0
2155,80.4021567,17.006205,1,0
2156,80.4079617,17.00249,1,0
2157,80.389015,16.9809833,1,0
2158,80.5204183,17.0009533,1,0
2159,80.5237783,16.9972,1,0
2160,80.52166,16.993855,1,0
2161,80.5177867,16.991395,1,0
2162,80.5175967,16.9870233,1,0
2163,80.5185567,17.00118,1,0
2164,80.520355,16.996785,1,0
2165,80.5179867,17.0012117,1,0
2166,80.5189483,17.0011167,1,0
2167,80.5204217,17.00105,1,0
2168,80.5199733,17.0015733,1,0
2169,80.5199933,17.001065,1,0
2170,80.52134,16.9961783,1,0
2171,80.5205,16.996805,1,0
2172,80.5200633,17.0009717,1,0
2173,80.522775,17.000725,1,0
2174,80.5237667,16.997115,1,0
2175,80.5214117,16.9962083,1,0
2176,80.5206683,16.9961667,1,0
2177,80.5196867,17.001235,1,0
2178,80.5178217,17.0005417,1,0
2179,80.941455,16.4641733,1,0
2180,80.51805,16.9957533,1,0
2181,80.9321633,16.450125,1,0
2182,80.931995,16.4489517,1,0
2183,80.90833,16.4459533,1,0
2184,80.517855,16.99087,1,0
2185,80.51555,16.9887183,1,0
2186,79.329745,13.30657,0,0
2187,80.9100883,16.441775,1,0
2188,80.516365,16.98516,1,0
2189,79.5479383,13.47125,0,0
2190,77.3556683,15.7457816,0,0
2191,77.355675,15.7457966,0,0
2192,83.3230983,17.9815133,13,0
2193,83.3231,17.9814883,13,0
2194,83.30322,17.9803767,13,0
2195,83.3419083,17.9212567,13,0
2196,83.3418667,17.921225,13,0
2197,83.3421417,17.92127,13,0
2198,83.3418433,17.921195,13,0
2199,83.3419067,17.921265,13,0
2200,83.341935,17.9212933,13,0
2201,83.342055,17.9209583,13,0
2202,83.34191,17.9211,13,0
2203,83.4631067,17.9312767,13,0
2204,83.3654483,17.8990267,13,0
2205,83.309575,17.960115,13,0
2206,83.3369417,17.9910917,13,0
2207,83.2856517,17.904735,13,0
2208,83.4131483,17.9053033,13,0
2209,83.4950483,17.9309417,13,0
2210,83.37706,17.9881433,13,0
2211,79.2944217,15.7005667,0,0
2212,78.352015,13.730295,0,0
2213,77.3556699,15.7457716,0,0
2214,77.3536583,15.74641,0,0
2215,77.3542716,15.7464316,0,0
2216,78.64751,13.243515,0,0
2217,78.640915,13.2261167,0,0
2218,78.6413133,13.22537,0,0
2219,78.6414583,13.2257683,0,0
2220,78.6413233,13.2253883,0,0
2221,78.613195,13.2220067,0,0
2222,78.6412567,13.2254217,0,0
2223,78.6603167,13.23994,0,0
2224,78.65997,13.23956,0,0
2225,78.81964,13.3202283,0,0
2226,78.7945967,13.3151133,0,0
2227,78.79853,13.31948,0,0
2228,78.7994667,13.3199233,0,0
2229,78.623315,13.242495,0,0
2230,78.595895,13.270725,0,0
2231,78.59573,13.27166,0,0
2232,78.5957,13.271705,0,0
2233,78.662305,13.2730467,0,0
2234,78.6625883,13.2734,0,0
2235,78.6511583,13.2998033,0,0
2236,78.6716233,13.3088917,0,0
2237,78.68265,13.321405,0,0
2238,78.682875,13.32089,0,0
2239,78.6596367,13.2410017,0,0
2240,78.6874183,13.3075567,0,0
2241,78.68743,13.3074517,0,0
2242,78.6716183,13.3088917,0,0
2243,78.6678383,13.2916733,0,0
2244,78.66802,13.291615,0,0
2245,78.6675833,13.2919717,0,0
2246,78.667795,13.291905,0,0
2247,78.6679683,13.2917583,0,0
2248,78.6680617,13.2916717,0,0
2249,78.6679283,13.29192,0,0
2250,78.667925,13.2918367,0,0
2251,78.6676567,13.2922017,0,0
2252,78.667775,13.2921317,0,0
2253,78.6678883,13.291905,0,0
2254,78.6554567,13.2920167,0,0
2255,78.6554683,13.2920733,0,0
2256,78.6553033,13.2931083,0,0
2257,78.6626167,13.2729383,0,0
2258,78.6679067,13.2920483,0,0
2259,78.662465,13.2726767,0,0
2260,78.662385,13.2725983,0,0
2261,78.639185,13.2527583,0,0
2262,78.6451817,13.2546067,0,0
2263,78.6158717,13.2448,0,0
2264,78.6034067,13.2435683,0,0
2265,78.6222233,13.2417383,0,0
2266,78.623885,13.2517283,0,0
2267,78.6128733,13.223915,0,0
2268,78.6128617,13.223965,0,0
2269,78.612775,13.22436,0,0
2270,78.6132933,13.2219517,0,0
2271,78.615635,13.23904,0,0
2272,78.6160967,13.237955,0,0
2273,78.615585,13.24007,0,0
2274,78.6020183,13.2453617,0,0
2275,78.615635,13.23904,0,0
2276,78.615025,13.23891,0,0
2277,78.6152583,13.2385067,0,0
2278,78.6156267,13.2401317,0,0
2279,78.6150383,13.2387833,0,0
2280,78.6130967,13.2399533,0,0
2281,78.6134267,13.23924,0,0
2282,78.6119983,13.2404617,0,0
2283,78.61098,13.2411017,0,0
2284,78.62321,13.2427717,0,0
2285,78.6367917,13.2382667,0,0
2286,78.6324667,13.239355,0,0
2287,78.63183,13.23946,0,0
2288,78.6328217,13.23881,0,0
2289,78.6331583,13.23922,0,0
2290,78.625845,13.2524967,0,0
2291,78.6257383,13.25232,0,0
2292,78.6259333,13.252485,0,0
2293,78.6259467,13.252415,0,0
2294,80.9387933,16.7211433,1,0
2295,82.9600867,17.8013283,13,0
2296,80.31670622,15.76469615,0,0
2297,80.8922883,16.5834533,1,0
2298,80.5590983,16.2354517,0,0
2299,80.5992183,16.283875,0,0
2300,80.5015817,16.0804767,0,0
2301,80.48349,16.2186617,0,0
2302,80.5015783,16.0805133,0,0
2303,80.5590833,16.2354733,0,0
2304,77.7781567,14.5636767,0,0
2305,77.896925,14.6288883,0,0
2306,77.8985117,14.561735,0,0
2307,77.8580817,14.5766467,0,0
2308,77.8270867,14.4661067,0,0
2309,77.659415,14.52121,0,0
2310,77.6950717,14.4962067,0,0
2311,77.7769,14.4445117,0,0
2312,77.9920267,14.3523783,0,0
2313,77.9203233,14.4615417,0,0
2314,77.9639683,14.4143467,0,0
2315,77.8271033,14.46611,0,0
2316,77.832985,14.43184,0,0
2317,77.9071917,14.367435,0,0
2318,77.914235,14.3750717,0,0
2319,77.9141883,14.37489,0,0
2320,77.8474433,14.45529,0,0
2321,77.6613983,14.5196383,0,0
2322,77.675295,14.48137,0,0
2323,77.67365,14.4808783,0,0
2324,77.673265,14.4810033,0,0
2325,77.6733417,14.4808033,0,0
2326,77.7014583,14.5047533,0,0
2327,77.700445,14.5054717,0,0
2328,77.7013,14.505695,0,0
2329,77.7987183,14.60101,0,0
2330,77.8018283,14.5645467,0,0
2331,77.737135,14.4515317,0,0
2332,77.737045,14.4518183,0,0
2333,77.73606,14.45401,0,0
2334,77.7346183,14.4516933,0,0
2335,77.735925,14.4546517,0,0
2336,77.7020517,14.460715,0,0
2337,77.702805,14.4564167,0,0
2338,77.7038267,14.4576167,0,0
2339,77.7026167,14.4572317,0,0
2340,77.871805,14.4729483,0,0
2341,77.8723817,14.4736167,0,0
2342,77.87177,15.052595,0,0
2343,77.8720867,15.05234,0,0
2344,77.8732317,14.4738933,0,0
2345,77.828125,14.9969617,0,0
2346,77.87336,14.4739233,0,0
2347,77.7959833,15.0085933,0,0
2348,77.7990917,15.0088833,0,0
2349,77.798255,15.0087533,0,0
2350,77.7974933,15.009635,0,0
2351,77.7971367,15.0094267,0,0
2352,77.8084533,15.0047917,0,0
2353,77.8128517,14.9969583,0,0
2354,77.8108783,14.994695,0,0
2355,77.8488317,14.4713283,0,0
2356,77.82393,15.0075917,0,0
2357,77.8174933,15.0296233,0,0
2358,77.816655,15.0307183,0,0
2359,77.81629,15.02928,0,0
2360,77.81614,15.0293617,0,0
2361,77.85457,14.4696883,0,0
2362,77.8545533,14.4697433,0,0
2363,77.869235,15.0522183,0,0
2364,77.8726717,15.0505,0,0
2365,77.8715033,15.052185,0,0
2366,77.8706833,15.0519517,0,0
2367,77.793735,14.6028917,0,0
2368,77.8697917,15.051235,0,0
2369,77.8692767,15.0521733,0,0
2370,77.8706467,15.049225,0,0
2371,77.7944733,14.6027533,0,0
2372,77.8702717,15.0473417,0,0
2373,77.7962633,14.60013,0,0
2374,77.8743833,15.0514467,0,0
2375,77.8003933,14.6003767,0,0
2376,77.8748467,15.0506883,0,0
2377,77.7983017,14.6004583,0,0
2378,77.8758733,15.0507533,0,0
2379,77.7991317,14.6002733,0,0
2380,77.87528,15.0509317,0,0
2381,77.797205,14.6001117,0,0
2382,77.8640483,14.8421583,0,0
2383,77.8251417,14.99558,0,0
2384,77.8251,14.9976533,0,0
2385,77.8275167,14.9980267,0,0
2386,77.8262,14.9971817,0,0
2387,77.8261917,14.9972283,0,0
2388,77.8251783,14.99577,0,0
2389,77.82517,14.9955733,0,0
2390,77.82822,14.9976417,0,0
2391,77.7987683,14.6010017,0,0
2392,77.8625683,14.92886,0,0
2393,77.93216,14.8847333,0,0
2394,77.93306,15.08791,0,0
2395,77.93339,15.0878433,0,0
2396,77.93295,15.0893467,0,0
2397,77.9337633,15.088685,0,0
2398,77.9323333,15.08924,0,0
2399,77.8018367,14.5642933,0,0
2400,77.801775,14.56461,0,0
2401,77.8018067,14.5643117,0,0
2402,77.7949283,14.6019567,0,0
2403,77.6619733,14.5205367,0,0
2404,77.66153,14.5186017,0,0
2405,77.6605367,14.5194467,0,0
2406,77.6589483,14.520505,0,0
2407,77.659385,14.5183517,0,0
2408,77.6603183,14.5183633,0,0
2409,77.6600233,14.518365,0,0
2410,77.6614383,14.5197667,0,0
2411,77.9330933,14.8861167,0,0
2412,77.6610667,14.5205117,0,0
2413,77.9331267,14.8865733,0,0
2414,77.6606483,14.5207283,0,0
2415,77.9664917,14.8712667,0,0
2416,77.6594567,14.5206017,0,0
2417,77.9664333,14.8713617,0,0
2418,77.65877,14.52075,0,0
2419,78.09304,14.9454833,0,0
2420,77.69458,14.49595,0,0
2421,78.07914,14.89567,0,0
2422,77.7012017,14.45882,0,0
2423,78.0939683,14.9448483,0,0
2424,78.0691583,14.95419,0,0
2425,77.6743033,14.4808283,0,0
2426,77.96767,14.87224,0,0
2427,77.9677417,14.8724067,0,0
2428,77.74207,14.4535133,0,0
2429,77.9314367,14.88565,0,0
2430,77.7370983,14.45181,0,0
2431,77.73612,14.4539867,0,0
2432,77.7369083,14.4523067,0,0
2433,77.98448,14.9468967,0,0
2434,77.7380917,14.4519983,0,0
2435,77.73457,14.451655,0,0
2436,77.7359367,14.45471,0,0
2437,77.9317033,14.8894167,0,0
2438,77.9330567,14.8865233,0,0
2439,77.737985,14.4517317,0,0
2440,77.9315033,14.8856033,0,0
2441,77.8627433,14.9288567,0,0
2442,77.8770917,14.847965,0,0
2443,77.8780967,14.848985,0,0
2444,77.9754933,14.3971383,0,0
2445,77.9135417,14.9429383,0,0
2446,77.8497183,14.9626983,0,0
2447,77.8492983,14.96249,0,0
2448,77.8491017,14.9628283,0,0
2449,77.849285,14.962505,0,0
2450,77.87703,14.84746,0,0
2451,77.8744533,14.848225,0,0
2452,77.8745533,14.8488333,0,0
2453,77.8766667,14.8478117,0,0
2454,77.876635,14.8475767,0,0
2455,77.876765,14.847585,0,0
2456,77.87618,14.8461633,0,0
2457,77.8763583,14.8460933,0,0
2458,77.8763067,14.8461117,0,0
2459,77.876225,14.8461383,0,0
2460,77.8763467,14.8461033,0,0
2461,78.0192833,14.932145,0,0
2462,78.0188917,14.9315483,0,0
2463,78.0217233,14.9292183,0,0
2464,78.0482717,14.9120483,0,0
2465,78.0502667,14.91082,0,0
2466,78.0504083,14.9128717,0,0
2467,78.0691683,14.9537667,0,0
2468,78.09105,14.944615,0,0
2469,78.05007,14.91339,0,0
2470,78.0499133,14.9129417,0,0
2471,78.0498517,14.9134583,0,0
2472,78.0499017,14.9127683,0,0
2473,78.04985,14.912805,0,0
2474,78.04983,14.9126567,0,0
2475,77.9861167,14.94695,0,0
2476,77.9861167,14.94695,0,0
2477,78.0081983,14.9680683,0,0
2478,78.0073233,14.968435,0,0
2479,79.0993567,15.9088167,0,0
2480,79.099295,15.9078283,0,0
2481,79.2027367,16.03817,0,0
2482,79.0993733,15.9087183,0,0
2483,79.0993533,15.9088033,0,0
2484,79.09366,15.90605,0,0
2485,79.095415,15.9086583,0,0
2486,79.2244983,16.0060467,0,0
2487,79.2244717,16.0062117,0,0
2488,79.2247667,16.0060283,0,0
2489,79.2244817,16.0059517,0,0
2490,79.2247683,16.00619,0,0
2491,79.224925,16.005585,0,0
2492,79.2249717,16.0061183,0,0
2493,79.2247233,16.00556,0,0
2494,79.2247033,16.005515,0,0
2495,79.224695,16.005705,0,0
2496,79.2034717,16.03809,0,0
2497,79.2487167,16.0579217,0,0
2498,79.3000917,16.0406567,0,0
2499,79.2485367,16.0580017,0,0
2500,79.22473,16.0060783,0,0
2501,79.2247317,16.0060283,0,0
2502,79.2246883,16.0056267,0,0
2503,79.2247467,16.0062,0,0
2504,79.2247083,16.0055967,0,0
2505,79.2249767,16.0060317,0,0
2506,79.224535,16.0054917,0,0
2507,79.2247267,16.005495,0,0
2508,79.2246983,16.005415,0,0
2509,79.2245083,16.0059233,0,0
2510,79.22481,16.0061567,0,0
2511,79.2245633,16.0059667,0,0
2512,79.2249133,16.0060733,0,0
2513,79.2247083,16.0061883,0,0
2514,79.3016417,16.0369633,0,0
2515,79.3608533,16.026775,0,0
2516,79.3598333,16.027545,0,0
2517,79.516705,16.2282767,0,0
2518,79.5158217,16.228145,0,0
2519,79.330505,16.0167317,0,0
2520,79.2480083,16.05813,0,0
2521,79.2246767,16.0060567,0,0
2522,79.3074,16.0365083,0,0
2523,79.2995883,16.040245,0,0
2524,79.2246983,16.0060633,0,0
2525,79.3070383,16.0364967,0,0
2526,79.22467,16.0059933,0,0
2527,79.22467,16.006,0,0
2528,79.2245433,16.006,0,0
2529,79.22455,16.0059783,0,0
2530,79.2245267,16.0059833,0,0
2531,79.3173517,16.0448683,0,0
2532,79.22473,16.00546,0,0
2533,79.3032267,16.041765,0,0
2534,79.224915,16.006015,0,0
2535,79.303065,16.040375,0,0
2536,79.3170433,16.0444933,0,0
2537,79.2249283,16.00602,0,0
2538,79.317015,16.04461,0,0
2539,79.2249167,16.0060683,0,0
2540,79.2247133,16.0054383,0,0
2541,79.224645,16.0055717,0,0
2542,79.224645,16.0055717,0,0
2543,79.2241217,16.0088567,0,0
2544,79.330555,16.1001867,0,0
2545,79.329705,16.1007783,0,0
2546,79.3298833,16.1009233,0,0
2547,79.33,16.1007667,0,0
2548,79.3299983,16.1007417,0,0
2549,79.32978,16.1007833,0,0
2550,79.3298983,16.10095,0,0
2551,79.317275,16.0446533,0,0
2552,79.3173467,16.044255,0,0
2553,79.4048033,16.0966233,0,0
2554,79.397435,16.0902083,0,0
2555,79.30321,16.0334783,0,0
2556,79.3066133,16.0357733,0,0
2557,79.4048267,16.0966067,0,0
2558,79.3949,16.0856283,0,0
2559,79.4053483,16.0985417,0,0
2560,79.3707667,16.0731817,0,0
2561,79.5001667,16.1950533,0,0
2562,79.3066317,16.03579,0,0
2563,79.3971333,16.08977,0,0
2564,79.3066367,16.03584,0,0
2565,79.3362717,16.0273667,0,0
2566,78.1719283,13.7163267,0,0
2567,79.3075033,16.0357367,0,0
2568,79.2980517,16.1165733,0,0
2569,79.4337717,16.1522217,0,0
2570,79.500155,16.195065,0,0
2571,79.427325,16.1529617,0,0
2572,79.3969833,16.1576067,0,0
2573,79.3957317,16.0858333,0,0
2574,79.395635,16.0871517,0,0
2575,79.399215,16.0841783,0,0
2576,79.3996017,16.0842367,0,0
2577,79.3993833,16.0843167,0,0
2578,79.3992483,16.0841233,0,0
2579,79.397275,16.0900167,0,0
2580,79.3971917,16.08977,0,0
2581,79.39718,16.0896983,0,0
2582,79.3947467,16.0851383,0,0
2583,79.3955367,16.087195,0,0
2584,79.39581,16.0858933,0,0
2585,79.3951367,16.0858217,0,0
2586,79.3950717,16.08554,0,0
2587,79.395655,16.0856467,0,0
2588,79.39561,16.0871167,0,0
2589,79.3074583,16.035705,0,0
2590,79.307475,16.0356967,0,0
2591,79.3065983,16.0355317,0,0
2592,79.3061533,16.0359783,0,0
2593,79.36296,16.0802967,0,0
2594,79.3065717,16.0353667,0,0
2595,79.3632117,16.0803033,0,0
2596,78.2459733,13.7728517,0,0
2597,79.428705,16.1584067,0,0
2598,79.3061767,16.0359833,0,0
2599,79.4312067,16.1555533,0,0
2600,79.36301,16.07995,0,0
2601,79.3074967,16.0353717,0,0
2602,79.3115333,16.0371417,0,0
2603,79.36295,16.0802,0,0
2604,79.4314517,16.1583317,0,0
2605,79.3075317,16.035385,0,0
2606,79.3517067,16.060375,0,0
2607,79.3075317,16.035385,0,0
2608,79.305745,16.0383717,0,0
2609,79.31145,16.0370567,0,0
2610,79.3074667,16.035375,0,0
2611,79.3034117,16.0397033,0,0
2612,79.3023267,16.0423683,0,0
2613,79.3023267,16.0423683,0,0
2614,79.3054017,16.0422933,0,0
2615,79.3053617,16.0423483,0,0
2616,79.3629117,16.0802667,0,0
2617,79.362935,16.0802683,0,0
2618,79.30232,16.0423767,0,0
2619,79.3626817,16.08037,0,0
2620,79.36342,16.0801617,0,0
2621,79.314675,16.04294,0,0
2622,79.4306433,16.1538417,0,0
2623,79.4315067,16.1558733,0,0
2624,79.3626867,16.07997,0,0
2625,79.3146517,16.042845,0,0
2626,79.3626467,16.08,0,0
2627,79.3628017,16.0792817,0,0
2628,79.3618267,16.0788567,0,0
2629,79.3626267,16.080005,0,0
2630,79.3357417,16.0279283,0,0
2631,79.3130917,16.0215067,0,0
2632,79.3107733,16.0243333,0,0
2633,79.313095,16.0215717,0,0
2634,79.3131533,16.0215533,0,0
2635,79.313085,16.0215233,0,0
2636,79.29878,16.1168217,0,0
2637,79.29951,16.0382567,0,0
2638,79.2996333,16.0402233,0,0
2639,79.3275367,16.01564,0,0
2640,79.5143633,16.1077567,0,0
2641,79.5143567,16.1076733,0,0
2642,79.51541,16.107865,0,0
2643,79.5153633,16.10776,0,0
2644,79.515405,16.10774,0,0
2645,79.3463683,16.1353633,0,0
2646,79.4323867,16.1575383,0,0
2647,79.343955,16.1343083,0,0
2648,79.3984433,16.1568933,0,0
2649,79.34441,16.1332383,0,0
2650,79.3453433,16.135845,0,0
2651,79.3451083,16.1360333,0,0
2652,79.344405,16.13505,0,0
2653,79.3445017,16.1329083,0,0
2654,79.3443733,16.133125,0,0
2655,79.29923,16.1188367,0,0
2656,79.294975,16.1265417,0,0
2657,79.2943083,16.1263717,0,0
2658,79.3269533,16.1117883,0,0
2659,79.326935,16.1117233,0,0
2660,79.3545817,16.1323667,0,0
2661,79.3457533,16.1338333,0,0
2662,79.344625,16.1342933,0,0
2663,79.344865,16.13417,0,0
2664,79.354775,16.1323183,0,0
2665,79.345235,16.1355583,0,0
2666,79.34421,16.134065,0,0
2667,79.3450483,16.1356467,0,0
2668,79.3464533,16.1353683,0,0
2669,79.3960067,16.15684,0,0
2670,79.4367867,16.137855,0,0
2671,79.4387667,16.14034,0,0
2672,79.4368,16.1378817,0,0
2673,79.4393367,16.1406267,0,0
2674,80.3131217,15.8919217,0,0
2675,77.0674,14.5326033,0,0
2676,78.6593017,14.4515867,0,0
2677,78.658955,14.4501017,0,0
2678,78.664815,14.4530983,0,0
2679,78.7855483,14.5465433,0,0
2680,78.7435467,14.5642867,0,0
2681,78.7831816,14.54868,0,0
2682,78.7831983,14.54871,0,0
2683,78.8062483,14.538695,0,0
2684,78.7892433,14.5598583,0,0
2685,78.8065,14.537895,0,0
2686,78.8064833,14.537885,0,0
2687,78.8085716,14.5392866,0,0
2688,78.80969,14.5382633,0,0
2689,78.7962683,14.5389683,0,0
2690,78.80968,14.5382466,0,0
2691,78.8086466,14.539285,0,0
2692,78.8062516,14.5387083,0,0
2693,78.8090333,14.53735,0,0
2694,78.795565,14.5399799,0,0
2695,78.810875,14.540685,0,0
2696,78.8077266,14.5383266,0,0
2697,78.7837683,14.5467216,0,0
2698,78.7569867,14.593765,0,0
2699,78.7104017,14.5856667,0,0
2700,78.7435683,14.5644367,0,0
2701,78.7855516,14.546575,0,0
2702,78.4506,14.5746583,0,0
2703,78.4404167,14.5423417,0,0
2704,78.4403917,14.542355,0,0
2705,78.4402633,14.54075,0,0
2706,78.4404333,14.5457233,0,0
2707,78.4409633,14.5422267,0,0
2708,78.4402767,14.54081,0,0
2709,78.4403017,14.5408183,0,0
2710,78.4401067,14.54117,0,0
2711,78.4402717,14.540745,0,0
2712,78.4661117,14.567085,0,0
2713,78.3929883,14.4773367,0,0
2714,78.534615,14.537745,0,0
2715,78.5423517,14.5065517,0,0
2716,78.5630217,14.5171867,0,0
2717,78.5630617,14.5171917,0,0
2718,78.56301,14.51719,0,0
2719,78.56315,14.5171583,0,0
2720,78.41985,14.5207217,0,0
2721,78.4199,14.5207,0,0
2722,78.4171283,14.521895,0,0
2723,78.4444483,14.4354517,0,0
2724,78.4437167,14.436345,0,0
2725,78.4438,14.4366467,0,0
